Channel Name,Program Title,Start Time,End Time,Duration (mins),Description
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-01 08:00:00,2026-03-01 08:10:00,10,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Жінки. 1/4 фіналу. США - Італія,2026-03-01 08:10:00,2026-03-01 10:15:00,125,Зимова Олімпіада 2026. Хокей. Жінки. 1/4 фіналу. США - Італія
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-01 10:15:00,2026-03-01 10:30:00,15,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,"Легка атлетика. Чемпіонат Європи в приміщенні в Апелдорні, Нідерланди. Стрибки у висоту. Чоловіки. Фінал",2026-03-01 10:30:00,2026-03-01 11:50:00,80,"Легка атлетика. Чемпіонат Європи в приміщенні в Апелдорні, Нідерланди. Стрибки у висоту. Чоловіки. Фінал"
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-01 11:50:00,2026-03-01 12:15:00,25,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Олімпіада 2026. Ковзанярський спорт. Чоловіки. 10000 м,2026-03-01 12:15:00,2026-03-01 14:00:00,105,Зимова Олімпіада 2026. Ковзанярський спорт. Чоловіки. 10000 м
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-01 14:00:00,2026-03-01 14:15:00,15,Суспільне Спорт. Новини
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-01 14:15:00,2026-03-01 14:30:00,15,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,На власні очі,2026-03-01 14:30:00,2026-03-01 15:00:00,30,На власні очі
Suspilne Sport Hd,Спільна мета,2026-03-01 15:00:00,2026-03-01 15:30:00,30,Спільна мета
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-01 15:30:00,2026-03-01 15:45:00,15,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-01 15:45:00,2026-03-01 16:00:00,15,Суспільне Спорт. Новини
Suspilne Sport Hd,Загальнонаціональна хвилина мовчання,2026-03-01 16:00:00,2026-03-01 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Sport Hd,Зимова Олімпіада 2026. Яскраві моменти,2026-03-01 16:02:00,2026-03-01 16:40:00,38,Зимова Олімпіада 2026. Яскраві моменти
Suspilne Sport Hd,"Стрибки у воду. Кубок світу. Етап 1 у Монреалі, Канада. Чоловіки. Вишка 10 м. Фінал",2026-03-01 16:40:00,2026-03-01 18:25:00,105,"Стрибки у воду. Кубок світу. Етап 1 у Монреалі, Канада. Чоловіки. Вишка 10 м. Фінал"
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Дівчата (U-19). Індивідуальна гонка. 10 км. Наживо",2026-03-01 18:25:00,2026-03-01 20:15:00,110,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Дівчата (U-19). Індивідуальна гонка. 10 км. Наживо"
Suspilne Sport Hd,Зимова Олімпіада 2026. Фристайл. Жінки. Могул. Фінал,2026-03-01 20:15:00,2026-03-01 21:15:00,60,Зимова Олімпіада 2026. Фристайл. Жінки. Могул. Фінал
Suspilne Sport Hd,Зимова Олімпіада 2026. Біатлон. Жінки. Гонка переслідування,2026-03-01 21:15:00,2026-03-01 22:05:00,50,Зимова Олімпіада 2026. Біатлон. Жінки. Гонка переслідування
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніорки (U-21). Індивідуальна гонка. 12,5 км. Наживо",2026-03-01 22:05:00,2026-03-02 00:00:00,115,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніорки (U-21). Індивідуальна гонка. 12,5 км. Наживо"
Suspilne Sport Hd,"Стрибки у воду. Кубок світу. Етап 1 у Монреалі, Канада. Жінки. Синхронні стрибки. Трамплін 3 м. Фінал. Наживо",2026-03-02 00:00:00,2026-03-02 01:30:00,90,"Стрибки у воду. Кубок світу. Етап 1 у Монреалі, Канада. Жінки. Синхронні стрибки. Трамплін 3 м. Фінал. Наживо"
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-02 01:30:00,2026-03-02 01:45:00,15,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Ковзанярський спорт. Масстарт. Фінали,2026-03-02 01:45:00,2026-03-02 02:30:00,45,Зимова Олімпіада 2026. Ковзанярський спорт. Масстарт. Фінали
Suspilne Sport Hd,"Стрибки у воду. Кубок світу. Етап 1 у Монреалі, Канада. Чоловіки. Синхронні стрибки. Вишка 10 м. Фінал. Наживо",2026-03-02 02:30:00,2026-03-02 03:50:00,80,"Стрибки у воду. Кубок світу. Етап 1 у Монреалі, Канада. Чоловіки. Синхронні стрибки. Вишка 10 м. Фінал. Наживо"
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-02 03:50:00,2026-03-02 04:05:00,15,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Швеція - Словаччина,2026-03-02 04:05:00,2026-03-02 06:15:00,130,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Швеція - Словаччина
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-02 06:15:00,2026-03-02 06:30:00,15,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Керлінг. Жінки. Груповий раунд. Швеція - Південна Корея,2026-03-02 06:30:00,2026-03-02 08:40:00,130,Зимова Олімпіада 2026. Керлінг. Жінки. Груповий раунд. Швеція - Південна Корея
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Жінки. 1/4 фіналу. Фінляндія - Швейцарія,2026-03-02 08:40:00,2026-03-02 10:40:00,120,Зимова Олімпіада 2026. Хокей. Жінки. 1/4 фіналу. Фінляндія - Швейцарія
Suspilne Sport Hd,"Легка атлетика. Стрибки у висоту. ""Меморіал Дем'янюка"". Чоловіки",2026-03-02 10:40:00,2026-03-02 12:30:00,110,"Легка атлетика. Стрибки у висоту. ""Меморіал Дем'янюка"". Чоловіки"
Suspilne Sport Hd,Зимова Олімпіада 2026. Ковзанярський спорт. Жінки. Командна гонка переслідування; Чоловіки. 500 м,2026-03-02 12:30:00,2026-03-02 13:30:00,60,Зимова Олімпіада 2026. Ковзанярський спорт. Жінки. Командна гонка переслідування; Чоловіки. 500 м
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-02 13:30:00,2026-03-02 13:55:00,25,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-02 13:55:00,2026-03-02 14:10:00,15,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Керлінг. Змішані пари. Груповий етап. Чехія - Естонія,2026-03-02 14:10:00,2026-03-02 16:00:00,110,Зимова Олімпіада 2026. Керлінг. Змішані пари. Груповий етап. Чехія - Естонія
Suspilne Sport Hd,Загальнонаціональна хвилина мовчання,2026-03-02 16:00:00,2026-03-02 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-02 16:02:00,2026-03-02 16:15:00,13,Суспільне Спорт. Новини
Suspilne Sport Hd,Портрети,2026-03-02 16:15:00,2026-03-02 16:40:00,25,Портрети
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Чехія - Канада,2026-03-02 16:40:00,2026-03-02 18:35:00,115,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Чехія - Канада
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-02 18:35:00,2026-03-02 18:55:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. U-19. Змішана естафета. Наживо",2026-03-02 18:55:00,2026-03-02 20:20:00,85,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. U-19. Змішана естафета. Наживо"
Suspilne Sport Hd,Легка атлетика. Чемпіонат України у приміщенні. День 1. Ранкова сесія,2026-03-02 20:20:00,2026-03-02 22:40:00,140,Легка атлетика. Чемпіонат України у приміщенні. День 1. Ранкова сесія
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. U-21. Змішана естафета. Наживо",2026-03-02 22:40:00,2026-03-03 00:05:00,85,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. U-21. Змішана естафета. Наживо"
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-03 00:05:00,2026-03-03 00:50:00,45,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-03 00:50:00,2026-03-03 01:00:00,10,Суспільне Спорт. Новини
Suspilne Sport Hd,"Легка атлетика. Чемпіонат України у приміщенні. День 2. Стрибки у висоту. Жінки, чоловіки",2026-03-03 01:00:00,2026-03-03 04:00:00,180,"Легка атлетика. Чемпіонат України у приміщенні. День 2. Стрибки у висоту. Жінки, чоловіки"
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-03 04:00:00,2026-03-03 04:20:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Баскетбол. Чемпіонат світу 2027. Чоловіки. Кваліфікація. Іспанія - Україна. Наживо,2026-03-03 04:20:00,2026-03-03 06:30:00,130,Баскетбол. Чемпіонат світу 2027. Чоловіки. Кваліфікація. Іспанія - Україна. Наживо
Suspilne Sport Hd,Зимова Олімпіада 2026. Стрибки на лижах з трампліна. Чоловіки. Суперкоманди,2026-03-03 06:30:00,2026-03-03 08:30:00,120,Зимова Олімпіада 2026. Стрибки на лижах з трампліна. Чоловіки. Суперкоманди
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Жінки. 1/2 фіналу. Канада - Швейцарія,2026-03-03 08:30:00,2026-03-03 10:25:00,115,Зимова Олімпіада 2026. Хокей. Жінки. 1/2 фіналу. Канада - Швейцарія
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-03 10:15:00,2026-03-03 10:25:00,10,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Олімпіада 2026. Фристайл. Змішані команди. Акробатика. Фінал,2026-03-03 10:25:00,2026-03-03 12:15:00,110,Зимова Олімпіада 2026. Фристайл. Змішані команди. Акробатика. Фінал
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-03 12:15:00,2026-03-03 12:35:00,20,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Олімпіада 2026. Ковзанярський спорт. Чоловіки. Командна гонка переслідування. 1/4 фіналу,2026-03-03 12:35:00,2026-03-03 13:05:00,30,Зимова Олімпіада 2026. Ковзанярський спорт. Чоловіки. Командна гонка переслідування. 1/4 фіналу
Suspilne Sport Hd,Зимова Олімпіада 2026. Ковзанярський спорт. Жінки. 500 м,2026-03-03 13:05:00,2026-03-03 14:00:00,55,Зимова Олімпіада 2026. Ковзанярський спорт. Жінки. 500 м
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-03 14:00:00,2026-03-03 14:20:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Керлінг. Змішані пари. 1/2 фіналу. Велика Британія - Швеція,2026-03-03 14:20:00,2026-03-03 16:00:00,100,Зимова Олімпіада 2026. Керлінг. Змішані пари. 1/2 фіналу. Велика Британія - Швеція
Suspilne Sport Hd,Загальнонаціональна хвилина мовчання,2026-03-03 16:00:00,2026-03-03 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-03 16:02:00,2026-03-03 16:20:00,18,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Фінляндія - Швеція,2026-03-03 16:20:00,2026-03-03 18:25:00,125,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Фінляндія - Швеція
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юнаки (U-19). Спринт. 7,5 км. Наживо",2026-03-03 18:25:00,2026-03-03 19:50:00,85,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юнаки (U-19). Спринт. 7,5 км. Наживо"
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-03 19:50:00,2026-03-03 20:10:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Гірськолижний спорт. Чоловіки. Гігантський слалом. 1-ша спроба,2026-03-03 20:10:00,2026-03-03 22:00:00,110,Зимова Олімпіада 2026. Гірськолижний спорт. Чоловіки. Гігантський слалом. 1-ша спроба
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-03 22:00:00,2026-03-03 22:25:00,25,Суспільне Спорт. Новини
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніори (U-21). Спринт. 10 км. Наживо",2026-03-03 22:25:00,2026-03-03 23:50:00,85,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніори (U-21). Спринт. 10 км. Наживо"
Suspilne Sport Hd,Зимова Олімпіада 2026. Гірськолижний спорт. Чоловіки. Гігантський слалом. 2-га спроба,2026-03-03 23:50:00,2026-03-04 01:25:00,95,Зимова Олімпіада 2026. Гірськолижний спорт. Чоловіки. Гігантський слалом. 2-га спроба
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-04 01:25:00,2026-03-04 01:35:00,10,Суспільне Спорт. Новини
Suspilne Sport Hd,Баскетбол. Чемпіонат світу 2027. Чоловіки. Кваліфікація. Україна - Іспанія,2026-03-04 01:35:00,2026-03-04 03:35:00,120,Баскетбол. Чемпіонат світу 2027. Чоловіки. Кваліфікація. Україна - Іспанія
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-04 03:35:00,2026-03-04 03:55:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Футбол. Ліга чемпіонів. Жінки. Вольфсбург (Німеччина) - Ювентус (Італія),2026-03-04 03:55:00,2026-03-04 05:40:00,105,Футбол. Ліга чемпіонів. Жінки. Вольфсбург (Німеччина) - Ювентус (Італія)
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-04 05:40:00,2026-03-04 06:00:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,"Стрибки у воду. Кубок світу. Етап 1 у Монреалі, Канада. Чоловіки. Синхронні стрибки. Трамплін 3 м. Фінал",2026-03-04 06:00:00,2026-03-04 07:40:00,100,"Стрибки у воду. Кубок світу. Етап 1 у Монреалі, Канада. Чоловіки. Синхронні стрибки. Трамплін 3 м. Фінал"
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Жінки. 1/2 фіналу. США - Швеція,2026-03-04 07:40:00,2026-03-04 09:40:00,120,Зимова Олімпіада 2026. Хокей. Жінки. 1/2 фіналу. США - Швеція
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-04 09:40:00,2026-03-04 09:55:00,15,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Олімпіада 2026. Лижне двоборство. Гундерсен: великий трамплін/10 км. Стрибки,2026-03-04 09:55:00,2026-03-04 10:45:00,50,Зимова Олімпіада 2026. Лижне двоборство. Гундерсен: великий трамплін/10 км. Стрибки
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-04 10:45:00,2026-03-04 11:10:00,25,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Олімпіада 2026. Шорт-трек. Чоловіки. 1500 м; Жінки. 1000 м; Жінки. Естафета 3000 м,2026-03-04 11:10:00,2026-03-04 13:20:00,130,Зимова Олімпіада 2026. Шорт-трек. Чоловіки. 1500 м; Жінки. 1000 м; Жінки. Естафета 3000 м
Suspilne Sport Hd,Зимова Олімпіада 2026. Керлінг. Змішані пари. 1/2 фіналу. Італія - США,2026-03-04 13:20:00,2026-03-04 15:15:00,115,Зимова Олімпіада 2026. Керлінг. Змішані пари. 1/2 фіналу. Італія - США
Suspilne Sport Hd,Портрети. Віталій Мандзин,2026-03-04 15:15:00,2026-03-04 15:40:00,25,Портрети. Віталій Мандзин
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-04 15:40:00,2026-03-04 16:00:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Загальнонаціональна хвилина мовчання,2026-03-04 16:00:00,2026-03-04 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Німеччина - Латвія,2026-03-04 16:02:00,2026-03-04 18:05:00,123,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Німеччина - Латвія
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-04 18:05:00,2026-03-04 18:25:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Дівчата (U-19). Спринт. 6 км. Наживо",2026-03-04 18:25:00,2026-03-04 19:50:00,85,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Дівчата (U-19). Спринт. 6 км. Наживо"
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-04 19:50:00,2026-03-04 20:10:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Лижні перегони. Спринт. Фінал,2026-03-04 20:10:00,2026-03-04 22:25:00,135,Зимова Олімпіада 2026. Лижні перегони. Спринт. Фінал
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніорки (U-21). Спринт. 7,5 км. Наживо",2026-03-04 22:25:00,2026-03-04 23:50:00,85,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніорки (U-21). Спринт. 7,5 км. Наживо"
Suspilne Sport Hd,Зимова Олімпіада 2026. Фристайл. Чоловіки. Слоупстайл. Фінал,2026-03-04 23:50:00,2026-03-05 01:45:00,115,Зимова Олімпіада 2026. Фристайл. Чоловіки. Слоупстайл. Фінал
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-05 01:45:00,2026-03-05 01:55:00,10,Суспільне Спорт. Новини
Suspilne Sport Hd,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Плей-оф. Ассеко Ресовія Ряшів (Польща) - Кнак Руселаре (Бельгія). Наживо,2026-03-05 01:55:00,2026-03-05 04:00:00,125,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Плей-оф. Ассеко Ресовія Ряшів (Польща) - Кнак Руселаре (Бельгія). Наживо
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-05 04:00:00,2026-03-05 04:25:00,25,Суспільне Спорт. Новини
Suspilne Sport Hd,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Плей-оф. Проєкт Варшава (Польща) - Трентіно Ітас (Італія). Наживо,2026-03-05 04:25:00,2026-03-05 06:30:00,125,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Плей-оф. Проєкт Варшава (Польща) - Трентіно Ітас (Італія). Наживо
Suspilne Sport Hd,"Стрибки у воду. Кубок світу. Етап 1 у Монреалі, Канада. Чоловіки. Синхронні стрибки. Вишка 10 м. Фінал",2026-03-05 06:30:00,2026-03-05 08:00:00,90,"Стрибки у воду. Кубок світу. Етап 1 у Монреалі, Канада. Чоловіки. Синхронні стрибки. Вишка 10 м. Фінал"
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Жінки. Матч за 3-тє місце. Швейцарія - Швеція,2026-03-05 08:00:00,2026-03-05 10:25:00,145,Зимова Олімпіада 2026. Хокей. Жінки. Матч за 3-тє місце. Швейцарія - Швеція
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-05 10:25:00,2026-03-05 10:40:00,15,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Олімпіада 2026. Лижні перегони. Командний спринт. Фінал,2026-03-05 10:40:00,2026-03-05 11:45:00,65,Зимова Олімпіада 2026. Лижні перегони. Командний спринт. Фінал
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-05 11:45:00,2026-03-05 12:15:00,30,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Олімпіада 2026. Шорт-трек. Жінки. 500 м; Чоловіки. 1000 м,2026-03-05 12:15:00,2026-03-05 13:55:00,100,Зимова Олімпіада 2026. Шорт-трек. Жінки. 500 м; Чоловіки. 1000 м
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-05 13:55:00,2026-03-05 14:15:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Керлінг. Змішані пари. Матч за 3-тє місце. Італія - Велика Британія,2026-03-05 14:15:00,2026-03-05 16:00:00,105,Зимова Олімпіада 2026. Керлінг. Змішані пари. Матч за 3-тє місце. Італія - Велика Британія
Suspilne Sport Hd,Загальнонаціональна хвилина мовчання,2026-03-05 16:00:00,2026-03-05 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-05 16:02:00,2026-03-05 16:20:00,18,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Франція - Чехія,2026-03-05 16:20:00,2026-03-05 18:30:00,130,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Франція - Чехія
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-05 18:30:00,2026-03-05 18:50:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Гірськолижний спорт. Жінки. Гігантський слалом. 1-ша спроба,2026-03-05 18:50:00,2026-03-05 20:45:00,115,Зимова Олімпіада 2026. Гірськолижний спорт. Жінки. Гігантський слалом. 1-ша спроба
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-05 20:45:00,2026-03-05 21:05:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Гірськолижний спорт. Жінки. Гігантський слалом. 2-га спроба,2026-03-05 21:05:00,2026-03-05 22:40:00,95,Зимова Олімпіада 2026. Гірськолижний спорт. Жінки. Гігантський слалом. 2-га спроба
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-05 22:40:00,2026-03-05 22:55:00,15,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Гандбол. Чемпіонат Європи 2026. Жінки. Відбірковий турнір. Україна - Литва. Наживо,2026-03-05 22:55:00,2026-03-06 00:45:00,110,Гандбол. Чемпіонат Європи 2026. Жінки. Відбірковий турнір. Україна - Литва. Наживо
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-06 00:45:00,2026-03-06 01:00:00,15,Суспільне Спорт. Новини
Suspilne Sport Hd,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Жінки. Індивідуальна гонка. 15 км. Наживо",2026-03-06 01:00:00,2026-03-06 02:50:00,110,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Жінки. Індивідуальна гонка. 15 км. Наживо"
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-06 02:50:00,2026-03-06 03:00:00,10,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. США - Естонія. Наживо,2026-03-06 03:00:00,2026-03-06 04:50:00,110,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. США - Естонія. Наживо
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-06 04:50:00,2026-03-06 05:10:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Тижневик світового жіночого футболу. Огляд матчів,2026-03-06 05:10:00,2026-03-06 05:35:00,25,Тижневик світового жіночого футболу. Огляд матчів
Suspilne Sport Hd,Футбол. Ліга чемпіонів. Жінки. Ювентус (Італія) - Вольфсбург (Німеччина),2026-03-06 05:35:00,2026-03-06 07:20:00,105,Футбол. Ліга чемпіонів. Жінки. Ювентус (Італія) - Вольфсбург (Німеччина)
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Жінки. Фінал. США - Канада,2026-03-06 07:20:00,2026-03-06 09:55:00,155,Зимова Олімпіада 2026. Хокей. Жінки. Фінал. США - Канада
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-06 09:55:00,2026-03-06 10:10:00,15,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,"Зимова Олімпіада 2026. Лижні перегони. Жінки. Естафета. 4х7,5 км",2026-03-06 10:10:00,2026-03-06 11:30:00,80,"Зимова Олімпіада 2026. Лижні перегони. Жінки. Естафета. 4х7,5 км"
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-06 11:30:00,2026-03-06 11:55:00,25,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Олімпіада 2026. Шорт-трек. Чоловіки. 500 м; Жінки. 1000 м; Чоловіки. 1000 м; Естафети,2026-03-06 11:55:00,2026-03-06 13:30:00,95,Зимова Олімпіада 2026. Шорт-трек. Чоловіки. 500 м; Жінки. 1000 м; Чоловіки. 1000 м; Естафети
Suspilne Sport Hd,Зимова Олімпіада 2026. Керлінг. Змішані пари. Фінал. Швеція - США,2026-03-06 13:30:00,2026-03-06 15:15:00,105,Зимова Олімпіада 2026. Керлінг. Змішані пари. Фінал. Швеція - США
Suspilne Sport Hd,Портрети,2026-03-06 15:15:00,2026-03-06 15:40:00,25,Портрети
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-06 15:40:00,2026-03-06 16:00:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Загальнонаціональна хвилина мовчання,2026-03-06 16:00:00,2026-03-06 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Sport Hd,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Швеція - Словаччина,2026-03-06 16:02:00,2026-03-06 18:00:00,118,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Швеція - Словаччина
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-06 18:00:00,2026-03-06 18:25:00,25,Суспільне Спорт. Новини
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніори (U-21). Масстарт 60. 12 км. Наживо",2026-03-06 18:25:00,2026-03-06 19:15:00,50,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніори (U-21). Масстарт 60. 12 км. Наживо"
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-06 19:15:00,2026-03-06 19:25:00,10,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніорки (U-21). Масстарт 60. 9 км. Наживо",2026-03-06 19:25:00,2026-03-06 20:15:00,50,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніорки (U-21). Масстарт 60. 9 км. Наживо"
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-06 20:15:00,2026-03-06 20:35:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Олімпіада 2026. Сноуборд. Чоловіки. Хафпайп. Фінал,2026-03-06 20:35:00,2026-03-06 22:15:00,100,Зимова Олімпіада 2026. Сноуборд. Чоловіки. Хафпайп. Фінал
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-06 22:15:00,2026-03-06 22:35:00,20,Яскраві миттєвості спортивних подій
